text,rating,sentiment,clean_text
setiap sudut nya nekuk sehingga saat di pasang muncul gelembung udara dan mudah terkelupas,3,Netral,sudut nya nekuk pasang muncul gelembung udara mudah terkelupas
"Thanks.. sory baru ulas, untuk suara di bawah standar.. wajar sih harganya jga di bawah standar... hahahaha",3,Netral,terima kasih sory ulas suara standar wajar sih harganya jga standar hahahaha
Just ok sih.. batre nya ga tahan lama.. suara ok aja,3,Netral,just sih batre nya tahan suara
LUMAYAN BAGUS SUSUAI HARGANYA BAHAN DAN KUALITASNYA..,3,Netral,lumayan bagus susuai harganya bahan kualitasnya
barang yang dipesan sesuai harga,3,Netral,dipesan sesuai harga
Baru mau dipake ehh gak bisa,3,Netral,dipake ehh
barangnya ada yg lepas&#34;sebagian.terus pengirimannya sangat lambat.makasih.,3,Netral,barangnya lepas pengirimannya lambat terima kasih
recomended .. fast respon ... mancaafff...,3,Netral,rekomendasi fast respon mancaaff
"Sesuai harga, harga murah barang juga lumayan. Sesuai harga, harga murah barang juga lumayan",3,Netral,sesuai harga harga murah lumayan sesuai harga harga murah lumayan
respon cepat. begitu transfer lgsg diproses dan sejam udh smp rumah. thx,3,Netral,respon cepat transfer lgsg diproses sejam udh smp rumah terima kasih
Trimaksh barang dh sampe,3,Netral,trimaksh dh sampe
"respond seller cepat, brg sesuai deskripsi. kualitas sesuai harga. tksh.",3,Netral,respond cepat sesuai deskripsi kualitas sesuai harga tksh
"pelayanan memuaskan pengiriman cepat, kualitas barang sesuai harga, untuk pemain sangat amat pemula lumayanlah...",3,Netral,pelayanan memuaskan cepat kualitas sesuai harga pemain pemula lumayanlah
"sudah diterima dengan baik, cuma suaranya kecil",3,Netral,diterima suaranya
barang tidak sesuai dengan pesanan... pengiriman jga sangat lama,3,Netral,sesuai pesanan jga
barang diterima dengan kondisi baik buat catatan aja tolong responya lebih ditingkatkan lg,3,Netral,diterima kondisi catatan tolong responya ditingkatkan lg
Barang sampai packing ok berfungsi ...mudah2an awet,3,Netral,kemasan berfungsi mudah an awet
Pengiriman lama dan respon penjual lama bahkan ngga direspon sama sekali,3,Netral,respon penjual ngga direspon
Barang sesuai pesanan. Pengiriman lama dan respon penjual sangat lambat.,3,Netral,sesuai pesanan respon penjual lambat
Kualitas sesuai harganya.,3,Netral,kualitas sesuai harganya
"Lbih teliti lgi gann....
Kwalitas top....",3,Netral,lbih teliti lgi gann kwalitas top
Paling rapi barang sesuai,3,Netral,rapi sesuai
Barang sudah sampaj packing rapi,3,Netral,sampaj kemasan rapi
"Barang sudah diterima dengan baik, Respon cepat. tp tombol Ada yg patah 1.",3,Netral,diterima respon cepat tombol patah
Saya kira frame dan LCDnya sudah menyatu kayak yg original seperti yg pernah aku tanyakan di oppo service centre ternyata terpisah jadi harus pasang sendiri.,3,Netral,frame lcdnya menyatu kayak asli oppo service centre terpisah pasang
Judul barang kurang PAS dengan Deskripsi.,3,Netral,judul pas deskripsi
Barang sdh lama diterima maaf br tahu cara komennya. Brang lumayan diterima jg tepat waktu.,3,Netral,diterima maaf br komennya brang lumayan diterima jg
thx gan. recomended deh........,3,Netral,terima kasih gan rekomendasi deh
recomended .. fast respon ... mancaafff...,3,Netral,rekomendasi fast respon mancaaff
cepat dan barang sesuai pesanan,3,Netral,cepat sesuai pesanan
Sesuai harga lah barangnya... finishingnya lumayan,3,Netral,sesuai harga barangnya finishingnya lumayan
Barangnya sesuai dengan harga,3,Netral,barangnya sesuai harga
"Sayang tidak bisa ganti ukuran, respon seller lambat dan saya pesan jne yes harusnya 24jam dah nyampe. Tp ini molor lebih dari 22jam.. semoga awet",3,Netral,sayang ganti ukuran respon lambat jne yes jam dah nyampe molor jam semoga awet
"produk yang datang memang sesuai dengan harga yang ditawarkan, dan semoga produk ini dapat menambah performa kerja saya.

pelayanan seller sangat memuaskan, cepat dan akurat.",3,Netral,sesuai harga ditawarkan semoga menambah performa kerja pelayanan memuaskan cepat akurat
Thnks...........................:),3,Netral,thnks
sip  .. . . . .  . . . . . . . . . . . . . . . . . .,3,Netral,bagus
"BARANG RUSAK !!!

Respon cepat dan barang langsung saya terima ..

Tapi baut ada yang lepas, jadi saya musti benerin baut yang lepas dulu baru bisa di pakai ..

Mungkin kedepannya perlu di periksa dulu barang yang mau di kirim agar kwalitas lebih terjamin ..

Makasih ..",3,Netral,rusak respon cepat langsung terima baut lepas musti benerin baut lepas pakai kedepannya periksa kwalitas terjamin terima kasih
mintalah.......................,3,Netral,mintalah
sesuai dengan deskripsi dan bisa dipakai,3,Netral,sesuai deskripsi dipakai
Makasih om...barangnya udah sampai semuanya...,3,Netral,terima kasih om barangnya
"respond chat, pm, pengiriman lambat. & soal sendalnya : yg jls ini BUKAN sendal anak.. sendal dewasa jg ga akurat ukurannya, aneh.. sy yg org dewasa biasa pk uk sendal/sepatu 36, ini 36 nya kegedean bgt. muat di kaki ibu sy yg pk uk. sepatunya 39.. mohon direvisi & dicek ulang judul/deskripsi produknya! ini produk ukuran kaki siapa ya sbnrny?! raksasa x..",3,Netral,respond chat pm lambat sendalnya jls sendal anak sendal dewasa jg akurat ukurannya aneh org dewasa pk uk sendal sepatu nya kegedean banget muat kaki pk uk sepatunya mohon direvisi dicek ulang judul deskripsi produknya ukuran kaki ya sbnrny raksasa
Barang sudah diterima. Ukuran terlalu tebal sedikit jk dipasang agak maksa,3,Netral,diterima ukuran tebal jk dipasang maksa
"Produk  baik
Pengiriman jelek...",3,Netral,jelek
"barang sesuai foto, dan respon cepat",3,Netral,sesuai foto respon cepat
terima kasih atas pelayanan dan responnya,3,Netral,terima kasih pelayanan responnya
"Produk bagus, lumayanlah daripada beli di tempat ecek-ecek. Semoga awet.",3,Netral,bagus lumayanlah ecek ecek semoga awet
Makasihhhhhhhh ya sudah sampaiiii,3,Netral,makasihh ya sampaii
Tiangnya ga kokoh nampung sepatu yg berat. Kain kurang panjang. Respon cepat,3,Netral,tiangnya kokoh nampung sepatu berat kain respon cepat
bagus barang sesuai yang tertera,3,Netral,bagus sesuai tertera
"Barang dah sampai sesuai schedule.
Kasih 3 🌟 dulu, karena blm di coba/pasang. Terima kasih",3,Netral,dah sesuai schedule kasih blm coba pasang terima kasih
respon cepat.pengiriman barang sesuai perkiraan.kualitas sesuai lah dengan harga.,3,Netral,respon cepat sesuai perkiraan kualitas sesuai harga
"pengiriman cepat, sesuai permintaan.... 
tks yh....",3,Netral,cepat sesuai permintaan tks yh
respon lama  tapi barang okelah...,3,Netral,respon okelah
proses cepat.. barang sudah sampai sesuai pesanan.. namun tidak bisa di gunakan... ngga ke deteck... apakah salah caranya atau barang nya kurang bagus.. entah lah... :(,3,Netral,proses cepat sesuai pesanan ngga deteck salah nya bagus
kualitas lumayan....respon slow bgt,3,Netral,kualitas lumayan respon slow banget
"Terimakasih, barang orderan saya sudah sampai.",3,Netral,terimakasih orderan
"tirama kasih barang sdh d terima,,",3,Netral,tirama kasih terima
bagus recommended seller,3,Netral,bagus recommended
ssssiiiippp.... lumayan lah untk anak,3,Netral,ssiipp lumayan untk anak
"Packing tidak aman,hanya di bungkus plastik hitam saja.",3,Netral,kemasan aman bungkus plastik hitam
"Sesuai harga, sesuai harga, sesuai harga, nice",3,Netral,sesuai harga sesuai harga sesuai harga nice
"nama produknya jadi beda hahaha , tp berhubung fungsinya sama & 2 2 nya  bisa dipake jadiii... yup recomended seller :) thx sebelumnya",3,Netral,nama produknya beda hahaha berhubung fungsinya nya dipake jadii yup rekomendasi terima kasih
Sedikit kecewa dengan pelayanan ......................................................................,3,Netral,kecewa pelayanan
"Obengnya kurang bagus kualitasnya.Tapi dikarenakan harganya yang relatif murah,ya..dimaklumi saja🙏",3,Netral,obengnya bagus kualitasnya harganya relatif murah ya dimaklumi
Bagus tetapi aku kurang suka Bahannya ya,3,Netral,bagus suka bahannya ya
"Lebih cocok buat orang dgn pergelangan tangan kecil! Menurut saya lebih cocok untuk tangan perumpuan/wanita. 
Pengiriman rada lama, kardusnya penyok!",3,Netral,cocok orang pergelangan tangan cocok tangan perumpuan wanita rada kardusnya penyok
Bad response...ga ada jawaban setiap di tanya..sangat sangat silent seller,3,Netral,bad response silent
"Gabisa dipasang di spion, longgar, tapi bagus barangnya",3,Netral,gabisa dipasang spion longgar bagus barangnya
"Barang udah sampai, walau telat..",3,Netral,telat
"Kualitas lumayan, sesuai dgn harga. Paket cukup lama juga sampainya.",3,Netral,kualitas lumayan sesuai harga sampainya
Makasih..............,3,Netral,terima kasih
"Pengiriman lambretta, barang.. yah sesuai harga ya",3,Netral,lambretta yah sesuai harga ya
"barangnya sudah diterima, sesuai dengan permintaan.",3,Netral,barangnya diterima sesuai permintaan
barang cepat sampai..... sesuai di iklan,3,Netral,cepat sesuai iklan
"Overall barang ok, cm karna diskon mungkin jadi begini agak berkerut kulitnya",3,Netral,overall cm karna diskon berkerut kulitnya
Barang udah nyampe n di tes ok..tapi sayang kuncian pin ga ada satu,3,Netral,nyampe tes sayang kuncian pin
Prodak sesui..pngiriman agak lama tingktkan lagi keceptan pngiriman,3,Netral,prodak sesui pngiriman tingktkan keceptan pngiriman
respon cepat.pengiriman barang sesuai perkiraan.kualitas sesuai lah dengan harga.,3,Netral,respon cepat sesuai perkiraan kualitas sesuai harga
"kualitas sesuai dngn hrga 
akurasi tak hitam nya tak sesuai gambar hitam nya lebih k navy",3,Netral,kualitas sesuai dngn hrga akurasi hitam nya sesuai gambar hitam nya navy
Produk hanya diterima sebagian,3,Netral,diterima
pelayanan bagus.. rekomen buat yg mau beli  !!!,3,Netral,pelayanan bagus rekomen
"barang sudah diterima, terimakasih banyak :)",3,Netral,diterima terimakasih
thx udah sampai.......pengiriman lamaaaaaaaaaa,3,Netral,terima kasih lamaa
Harga ga bisa bohong. Bahan biasa aja,3,Netral,harga bohong bahan
gooddddddddddddddddddddddddddddddddddddddddddddddddddd,3,Netral,goodd
"Kirain kemarin sepasang, rupanya cuman sebelah aja, wessLahh gak papa, salah aq jg gak nanya dulu sebelum beli. Btw, tengkyuu..",3,Netral,kirain kemarin sepasang cuman sebelah wesslahh papa salah jg nanya btw tengkyuu
"Bluethooth merespon lama, kayak gak aktif. Sim 2 tidak bisa digunakan..",3,Netral,bluethooth merespon kayak aktif sim
barang udah sampe dan sesuai dengan yg ada di iklan..tx,3,Netral,sampe sesuai iklan tx
"Pengiriman cepat.. Hanya saja produk kurang sesuai dg foto.. Barang realnya tipis dan kecil, tdk muat di kepala.. Rasanya seperti produk utk anak",3,Netral,cepat sesuai dg foto realnya tipis muat kepala anak
terima kasih gan..brang dah nyampai rumah...moga tambah sukses,3,Netral,terima kasih gan brang dah nyampai rumah moga sukses
pecah lcd tp sudah diganti uang...tkms responnya,3,Netral,pecah lcd diganti uang tkms responnya
barang udah smpai..sesuai dgn gambar..,3,Netral,smpai sesuai gambar
SAKU CELANANYA KECIL SEBELAH...,3,Netral,saku celananya sebelah
"barang sdh sampai, tapi pngiriman agak lambat",3,Netral,pngiriman lambat
kl buat dgrin music bgs suaranya cuma kl buat dipakai nerima telepon suara mic nya ga jelas jd yg kita tlp ga bgtu jelas mendengar suara saya,3,Netral,kl dgrin music bgs suaranya kl dipakai nerima telepon suara mic nya jd tlp bgtu mendengar suara
Mantap...cuma kurirnya lelet. Surabaya Sumenep sampe 5 hari,3,Netral,bagus kurirnya lelet surabaya sumenep sampe
Top dah barangnya dah sampaiii.....,3,Netral,top dah barangnya dah sampaii
Kualitas sesuai harga....,3,Netral,kualitas sesuai harga
jooooooooooosssssssssssssssssss,3,Netral,jooss
kualitas seperti barang murahan.,3,Netral,kualitas murahan
Produknya kurang memadai sepakernya suaranya gerosok.. yah sesuai harga deh,3,Netral,produknya memadai sepakernya suaranya gerosok yah sesuai harga deh
"Harga cukup murah di flash sale, kulit sintetis, sy kira semua produk brodo genuine leather",3,Netral,harga murah flash sale kulit sintetis brodo genuine leather
"Barang bagus &amp; ori, packaging bagus &amp; rapi, masalahnya cuma proses transaksi sebelum dikirimnya lama banget (4 hari dari pemesanan)",3,Netral,bagus amp asli packaging bagus amp rapi proses transaksi dikirimnya banget pemesanan
"Yoi lah lumayan, sayang alasnya kaya yg gakan tahan lama tuh",3,Netral,yoi lumayan sayang alasnya kaya gakan tahan tuh
"Jam berfungsi dengan baik,hanya kotak jam sedikit rusak pada bagian belakang.",3,Netral,jam berfungsi kotak jam rusak
kiriman cepat datangnya gan...thanks atas responnya,3,Netral,kiriman cepat datangnya gan terima kasih responnya
Ukurannya beda beda .—-.,3,Netral,ukurannya beda beda
"sesuai dengan gambar, enak di pakai dan enteng di gunakan",3,Netral,sesuai gambar enak pakai enteng
pengiriman cepat. packing aman. tp sayang beli dua mouse yg satunya scroll atas bawah nya gak bisa. mohon di cek kembali sebelum dikirim. makasih,3,Netral,cepat kemasan aman sayang mouse satunya scroll nya mohon cek dikirim terima kasih
"Produk okay, pengiriman perlu perbaikan, sy bayar pakai grab instant tp baru sampai besoknya dan siang pula dan toko tdk kasih kabar.",3,Netral,okay perbaikan bayar pakai grab instant besoknya siang kasih kabar
"Sesuai pict mantab lah, sesuai juga dengan harga nya, packing rapi sangat, thankyou",3,Netral,sesuai pict mantab sesuai harga nya kemasan rapi thankyou
"tidak sesuai dengan gambar produk, pengiriman agak lama, padahal make next day.. yasudahlah",3,Netral,sesuai gambar make next day yasudahlah
"Maaf, plastik nya kelupas semua..",3,Netral,maaf plastik nya kelupas
Lumyan sesuai dgn harga,3,Netral,lumyan sesuai harga
"Bahan tipis, kurang kuat jika berat",3,Netral,bahan tipis kuat berat
"Bag sambungannya kaku , bag plastik sentuhnya juga kaku ,jadi agk diteken baru sensornya terasa",3,Netral,bag sambungannya kaku bag plastik sentuhnya kaku agk diteken sensornya
"Barang sudah diterima sis.thanks
Kalau boleh saya kasih saran agar berat barang lebih akurat lagi soalnya kemarin juga niat beli push up bar sekaligus tapi beratnya lebih dari 1 kg jadi saya beli 1 dulu untuk lihat kualitas merk kettler ini.
Kalau bisa diupdate berat handgrip ini ditambah packing hanya 200 gram.",3,Netral,diterima sis terima kasih kasih saran berat akurat kemarin niat push up bar beratnya kg lihat kualitas merk kettler diupdate berat handgrip ditambah kemasan gram
"rak nya kurang 1 baris cuma ada besi besarnya aja, yg kurang kain wofen dan besi kecil 4 bh",3,Netral,rak nya baris besi besarnya kain wofen besi bh
Barang sudah diterima gan. Thx,3,Netral,diterima gan terima kasih
Ytthhjjiuyfcdrhnnnnkkkkkook9uwvxu9dvwigdwbixbwixbaibxiwbxwiwdv,3,Netral,ytthhjjiuyfcdrhnnkkook uwvxu dvwigdwbixbwixbaibxiwbxwiwdv
Barang Sesuai dg Psn an.,3,Netral,sesuai dg psn an
Suaranya gitu deh Boss.. Kurang sesuai dgn ekspektasi ✌,3,Netral,suaranya gitu deh boss sesuai ekspektasi
"Model keren, warna bagus hanya sayang bahannya keras bukan spt bahan sepatu anak2 shg sakit bila dipakai apalagi bila tanpa kaos kaki",3,Netral,model keren warna bagus sayang bahannya keras spt bahan sepatu anak shg sakit dipakai kaos kaki
Mantap lah gan..  Pengiriman cepat,3,Netral,bagus gan cepat
PENGIRIMANYA LAMA   BANGET,3,Netral,pengirimanya banget
"Respon cepat, pengiriman lumayan lah, tapi produk blm di coba",3,Netral,respon cepat lumayan blm coba
Kenapa foto dan barang yg datang beda.. sedikit kecewa.. walau pun ttp bisa digunakan.,3,Netral,foto beda kecewa ttp
terima kasih. barang sesuai harga.,3,Netral,terima kasih sesuai harga
"sesuai dengan permintaan, cepat datang",3,Netral,sesuai permintaan cepat
"Barang sudah sampai, sesuai warna yg di request, sayangnya yg satu batrenya habis, jadi tulisannya tdk bisa di delete. Nyari batre sendiri, harga 40rb di tempat tukang jam, gak jadi lah beli batrenya, karena hampir sama ama harga mainannya. And, ternyata tulisan di lcd kurang terang, sepertinya anak saya kurang tertarik.

Terima kasih.",3,Netral,sesuai warna request sayangnya batrenya habis tulisannya delete nyari batre harga rb tukang jam batrenya ama harga mainannya and tulisan lcd terang anak tertarik terima kasih
Barang sesuai tapi blom dites,3,Netral,sesuai blom dites
Barang sudah datang... Ukuran sudah sesuai tp kekecilan untuk kaki sy...,3,Netral,ukuran sesuai kekecilan kaki
Terima Kasih mungkin sabuknya agak tebalan dikit kalau bisa.. Tapi untuk harga segitu wajarlah.. Makasih,3,Netral,terima kasih sabuknya tebalan harga segitu wajarlah terima kasih
Barang sdh di tiba.....terima kasih,3,Netral,terima kasih
brg sdh terima kualitas biasa aj,3,Netral,terima kualitas
bagus sih yg kurang l2nya suka masuk kedalam,3,Netral,bagus sih nya suka masuk kedalam
glovesnya bagus hanya saja ada 2 gloves(saya beli3) yang sedikit cacat di ikatan tali untuk jempol dan anyaman tengahnya ada yang tidak dianyam hanya ada beberapa tali yang teranyam,3,Netral,glovesnya bagus gloves cacat ikatan tali jempol anyaman tengahnya dianyam tali teranyam
muantabssssssssssssssssssssssssssssss,3,Netral,muantabss
response cepat Dan brg sesuai digambar,3,Netral,response cepat sesuai digambar
"Belum di coba, semoga memuaskan",3,Netral,coba semoga memuaskan
"Barang bagus dan berfungsi dg baik...cuma pengiriman terlalu lamaaa sekali gan...kedepannya harap dipercepat seperti dulu gan + jika ada barang yg kosong, uang dimasukkin ke paket aja kayak biasa...ini malah ditulis refund diskusi...mana agan ga nanggepin chat saya. Cape deh...",3,Netral,bagus berfungsi dg lamaa gan kedepannya harap dipercepat gan kosong uang dimasukkin kayak ditulis refund diskusi agan nanggepin chat cape deh
